date,tmed,prec,tmin,tmax,dir,velmedia,racha,hrmedia,hrmax,hrmin,cloudcover__max,cloudcover__min,cloudcover__mean,surface_pressure_hpa_max,surface_pressure_hpa_min,surface_pressure_hpa_mean,dewpoint_2m_c_max,dewpoint_2m_c_min,dewpoint_2m_c_mean,estacion_invierno,estacion_otoo,estacion_primavera,estacion_verano
2010-01-01,12.0,0.0,9.7,14.3,28.0,4.2,14.7,46.0,60.0,41.0,98,0,42.8,1004.1,988.5,994.9,4.1,-1.3,1.0,1,0,0,0
2010-01-02,9.8,0.0,7.8,11.7,28.0,1.1,7.8,66.0,80.0,53.0,100,1,48.6,1017.2,1004.8,1011.1,5.9,2.6,3.8,1,0,0,0
2010-01-03,10.8,0.0,8.4,13.2,12.0,0.8,5.0,76.0,89.0,66.0,100,80,96.0,1017.3,1008.0,1012.8,8.8,4.7,6.8,1,0,0,0
2010-01-04,10.5,0.0,9.6,11.4,10.0,1.1,5.3,87.0,98.0,73.0,100,99,99.9,1007.9,1000.3,1005.2,8.2,6.3,7.1,1,0,0,0
2010-01-05,10.4,0.0,9.2,11.7,5.0,0.8,4.7,90.0,98.0,79.0,100,86,96.9,999.6,993.6,995.4,7.9,6.7,7.3,1,0,0,0
2010-01-06,8.8,0.0,6.2,11.4,24.0,1.1,5.8,53.0,97.0,44.0,100,5,49.8,1001.4,996.5,998.5,7.3,-1.2,1.1,1,0,0,0
2010-01-07,6.8,0.0,5.4,8.2,7.0,3.1,12.8,78.0,89.0,59.0,100,19,88.2,1001.3,990.0,996.3,4.7,1.2,3.0,1,0,0,0
2010-01-08,7.0,0.0,5.4,8.7,5.0,1.9,10.0,73.0,91.0,55.0,100,84,98.4,996.8,987.8,991.4,1.5,-3.8,0.1,1,0,0,0
2010-01-09,5.2,0.0,2.6,7.8,28.0,1.1,8.3,45.0,55.0,38.0,100,2,63.4,1004.5,996.4,998.8,-4.3,-7.4,-5.9,1,0,0,0
2010-01-10,4.5,0.0,1.3,7.7,29.0,1.4,10.8,55.0,64.0,45.0,100,0,38.1,1010.0,1005.1,1008.1,-1.5,-7.3,-4.8,1,0,0,0
2010-01-11,6.1,0.0,4.1,8.1,2.0,0.8,5.3,57.0,72.0,50.0,100,0,69.7,1013.2,1008.2,1010.4,0.7,-2.5,-1.4,1,0,0,0
2010-01-12,6.4,0.0,3.4,9.4,25.0,1.4,5.3,71.0,97.0,58.0,100,3,82.0,1013.5,998.9,1007.6,6.0,-0.6,1.9,1,0,0,0
2010-01-13,10.8,0.0,7.0,14.6,1.0,0.6,7.2,64.0,86.0,47.0,100,1,47.8,1006.7,998.1,1003.3,7.7,2.5,4.4,1,0,0,0
2010-01-14,12.0,0.0,8.7,15.4,28.0,1.4,10.6,77.0,99.0,59.0,100,18,73.8,1002.5,988.7,994.0,10.4,4.0,7.5,1,0,0,0
2010-01-15,12.8,0.0,9.1,16.6,27.0,0.8,5.8,60.0,80.0,41.0,96,0,32.8,1018.1,1001.4,1011.9,6.9,3.5,5.0,1,0,0,0
2010-01-16,11.5,0.0,8.2,14.7,99.0,0.6,4.3,64.7,80.6,50.7,100,61,94.8,1018.7,1013.4,1015.6,9.0,5.0,6.9,1,0,0,0
2010-01-17,11.3,0.0,10.2,12.4,5.0,0.3,2.8,93.0,98.0,85.0,100,99,99.8,1019.8,1015.1,1017.6,9.9,7.3,8.7,1,0,0,0
2010-01-18,11.5,0.0,8.2,14.7,99.0,0.6,3.0,64.7,80.6,50.7,100,91,98.8,1019.9,1016.8,1018.6,9.6,6.0,8.0,1,0,0,0
2010-01-19,10.4,0.0,9.5,11.3,99.0,0.8,3.1,99.0,100.0,96.0,100,60,94.0,1018.0,1011.2,1014.8,10.6,6.7,8.6,1,0,0,0
2010-01-20,11.5,0.0,8.2,14.7,99.0,1.4,4.4,64.7,80.6,50.7,100,20,62.1,1013.9,1009.7,1011.1,9.2,7.1,8.1,1,0,0,0
2010-01-21,11.4,0.0,7.7,15.1,24.0,1.9,5.8,69.0,95.0,48.0,100,48,84.6,1017.5,1013.9,1015.6,9.3,6.2,7.2,1,0,0,0
2010-01-22,11.0,0.0,8.3,13.8,10.0,1.1,4.7,72.0,85.0,58.0,83,0,28.3,1016.9,1013.9,1015.4,7.0,4.2,5.5,1,0,0,0
2010-01-23,10.6,0.0,8.5,12.8,99.0,1.1,4.7,79.0,87.0,73.0,100,65,94.8,1016.8,1014.5,1015.8,7.1,5.1,6.1,1,0,0,0
2010-01-24,12.2,0.0,10.6,13.7,10.0,1.1,4.7,78.0,94.0,63.0,100,63,94.2,1017.9,1014.7,1015.9,8.8,6.8,7.7,1,0,0,0
2010-01-25,9.2,0.0,7.8,10.6,1.0,1.1,6.1,86.0,94.0,66.0,100,63,93.8,1018.2,1016.3,1017.3,7.6,0.7,5.3,1,0,0,0
2010-01-26,9.2,0.0,5.9,12.5,6.0,1.7,6.9,57.0,75.0,48.0,99,0,36.1,1018.3,1013.3,1016.0,3.2,-0.2,1.3,1,0,0,0
2010-01-27,8.4,0.0,4.5,12.2,99.0,0.8,6.4,58.0,76.0,46.0,98,0,44.2,1016.2,1012.2,1014.5,3.5,-1.1,0.7,1,0,0,0
2010-01-28,7.4,0.0,3.3,11.6,26.0,1.4,9.2,53.0,70.0,42.0,72,0,20.3,1014.9,1004.3,1009.1,3.6,-2.0,-0.0,1,0,0,0
2010-01-29,8.8,0.0,5.5,12.2,2.0,1.4,5.6,69.0,80.0,56.0,99,3,67.4,1003.3,992.2,997.8,5.0,2.2,3.3,1,0,0,0
2010-01-30,11.3,0.0,7.7,14.9,28.0,3.1,9.4,52.0,74.0,34.0,84,0,27.2,996.8,992.1,994.6,3.1,-2.0,1.7,1,0,0,0
2010-01-31,7.6,0.0,5.4,9.7,10.0,1.9,7.5,72.0,81.0,60.0,99,1,74.2,1006.0,997.2,1001.4,3.4,-1.0,2.0,1,0,0,0
2010-02-01,7.8,0.0,4.2,11.5,28.0,1.7,8.3,68.0,87.0,50.0,100,0,50.7,1018.7,1006.4,1012.5,1.7,-0.8,0.5,1,0,0,0
2010-02-02,8.4,0.0,5.4,11.5,25.0,1.1,7.5,64.0,77.0,49.0,99,0,50.9,1021.2,1016.9,1019.2,3.4,1.0,2.2,1,0,0,0
2010-02-03,9.8,0.0,5.3,14.2,25.0,2.2,9.7,70.0,87.0,51.0,50,0,7.4,1017.0,1013.3,1015.2,6.8,2.3,4.4,1,0,0,0
2010-02-04,9.4,0.0,7.2,11.6,99.0,0.8,4.2,87.0,98.0,73.0,100,45,89.6,1012.9,1006.6,1009.2,9.1,3.5,6.7,1,0,0,0
2010-02-05,13.8,0.0,9.8,17.8,27.0,3.6,11.4,58.0,96.0,36.0,69,0,19.0,1012.1,1004.9,1007.7,8.6,2.5,5.8,1,0,0,0
2010-02-06,13.8,0.0,9.3,18.2,27.0,2.8,11.1,51.0,70.0,42.0,89,0,11.1,1012.2,1007.9,1009.6,5.3,3.2,4.2,1,0,0,0
2010-02-07,12.6,0.0,9.1,16.2,21.0,1.7,7.5,71.0,88.0,40.0,100,0,45.5,1009.4,1006.6,1008.1,8.0,3.0,5.7,1,0,0,0
2010-02-08,10.6,0.0,9.4,11.7,2.0,0.6,5.0,90.0,99.0,79.0,100,94,99.7,1006.5,991.2,998.7,8.6,6.6,7.6,1,0,0,0
2010-02-09,8.1,0.0,6.7,9.5,4.0,1.4,8.9,91.0,95.0,62.0,100,87,99.3,995.5,988.8,991.7,7.0,2.7,5.4,1,0,0,0
2010-02-10,9.0,0.0,4.3,13.6,7.0,2.2,8.3,60.0,94.0,32.0,100,0,53.0,998.4,996.0,997.2,3.8,-2.6,0.4,1,0,0,0
2010-02-11,5.2,0.0,2.6,7.8,4.0,2.2,13.6,30.0,57.0,17.0,78,0,29.0,1000.3,995.8,997.5,0.4,-13.4,-8.0,1,0,0,0
2010-02-12,5.0,0.0,0.9,9.1,28.0,1.7,7.8,43.0,62.0,33.0,50,0,6.6,1007.3,1000.6,1004.0,-0.6,-10.5,-6.6,1,0,0,0
2010-02-13,5.3,0.0,3.6,7.0,99.0,1.1,4.7,72.0,94.0,55.0,100,49,82.9,1007.3,1004.9,1006.1,1.4,-1.2,0.7,1,0,0,0
2010-02-14,5.1,0.0,2.6,7.6,24.0,1.1,5.6,63.0,76.0,50.0,99,25,77.1,1006.4,1003.6,1005.3,0.6,-1.9,-0.8,1,0,0,0
2010-02-15,5.3,0.0,3.4,7.2,8.0,1.9,8.3,76.0,94.0,55.0,100,31,91.5,1004.8,996.2,1000.4,3.4,-2.3,0.8,1,0,0,0
2010-02-16,9.2,0.0,6.5,11.9,6.0,1.9,11.4,83.0,96.0,78.0,100,49,94.4,995.4,987.6,990.7,7.3,3.0,4.9,1,0,0,0
2010-02-17,12.7,0.0,10.5,14.9,25.0,1.7,9.2,83.0,96.0,68.0,100,24,76.0,990.7,986.4,987.8,8.8,6.8,8.0,1,0,0,0
2010-02-18,12.4,0.0,9.2,15.7,6.0,1.4,7.8,76.0,92.0,56.0,100,0,43.9,998.2,989.2,994.6,9.0,5.5,6.9,1,0,0,0
2010-02-19,11.1,0.0,7.0,15.2,10.0,1.9,10.6,76.0,95.0,56.0,100,87,98.9,997.3,981.6,988.5,8.5,5.4,6.2,1,0,0,0
2010-02-20,10.3,0.0,5.5,15.1,29.0,2.5,8.3,53.0,93.0,37.0,100,0,28.8,1005.0,998.4,1001.4,5.3,-0.3,1.5,1,0,0,0
2010-02-21,10.0,0.0,6.6,13.3,25.0,1.1,4.7,73.0,95.0,52.0,100,0,84.0,1005.1,996.0,1000.3,8.7,2.0,4.8,1,0,0,0
2010-02-22,12.1,0.0,7.9,16.3,27.0,2.2,8.6,75.0,96.0,61.0,100,2,59.9,996.2,993.7,995.0,9.5,4.9,7.3,1,0,0,0
2010-02-23,15.5,0.0,10.8,20.2,28.0,1.9,10.3,55.0,74.0,38.0,92,1,41.5,999.5,995.7,997.4,8.5,5.6,7.2,1,0,0,0
2010-02-24,15.9,0.0,12.3,19.5,26.0,3.1,15.6,42.0,62.0,27.0,100,0,42.3,1005.8,999.0,1002.2,6.2,3.6,5.0,1,0,0,0
2010-02-25,15.2,0.0,11.2,19.1,24.0,2.2,10.8,56.0,74.0,48.0,100,13,58.2,1005.3,997.3,1000.9,9.2,5.6,7.9,1,0,0,0
2010-02-26,16.0,0.0,11.7,20.3,28.0,2.2,9.7,36.0,78.0,27.0,100,2,41.7,1008.4,998.1,1003.2,8.9,4.0,5.4,1,0,0,0
2010-02-27,12.4,0.0,10.2,14.5,11.0,1.1,3.9,78.0,90.0,65.0,100,6,80.0,1008.0,993.6,1002.3,11.4,5.5,8.7,1,0,0,0
2010-02-28,15.4,0.0,12.0,18.7,28.0,2.8,12.5,52.0,84.0,36.0,100,14,82.5,1006.5,992.0,999.2,10.7,4.5,7.2,1,0,0,0
2010-03-01,15.1,0.0,10.0,20.2,27.0,1.7,11.9,52.0,84.0,32.0,98,0,36.2,1014.3,1005.0,1007.7,8.7,4.5,6.5,0,0,1,0
2010-03-02,13.4,0.0,10.9,15.9,7.0,1.7,8.9,71.0,91.0,50.0,100,1,83.9,1016.6,1010.7,1014.6,9.4,4.6,7.3,0,0,1,0
2010-03-03,11.2,0.0,9.6,12.7,6.0,2.2,13.1,80.0,93.0,54.0,100,92,99.6,1009.9,998.7,1002.1,8.7,4.7,6.6,0,0,1,0
2010-03-04,12.8,0.0,9.4,16.2,28.0,1.1,5.8,70.0,93.0,52.0,100,9,63.9,1009.6,1001.7,1004.6,8.7,5.3,6.6,0,0,1,0
2010-03-05,11.5,0.0,9.5,13.5,5.0,0.3,5.0,65.0,87.0,25.0,100,15,84.3,1015.3,1009.5,1012.1,8.1,2.1,5.6,0,0,1,0
2010-03-06,10.4,0.0,7.6,13.1,7.0,2.2,9.7,39.0,57.0,23.0,100,8,70.9,1015.2,1010.0,1012.9,2.4,-4.0,-1.1,0,0,1,0
2010-03-07,8.1,0.0,6.1,10.1,2.0,1.1,4.7,62.0,94.0,47.0,100,34,79.1,1009.5,1006.3,1008.0,4.6,0.8,2.5,0,0,1,0
2010-03-08,3.6,0.0,0.7,6.6,10.0,2.2,8.1,94.0,99.0,53.0,100,55,95.8,1005.9,994.7,999.6,4.3,-0.5,2.0,0,0,1,0
2010-03-09,7.2,0.0,3.1,11.3,9.0,2.5,7.5,59.0,72.0,42.0,82,0,21.6,1005.5,996.9,1000.6,-0.3,-2.4,-1.5,0,0,1,0
2010-03-10,5.3,0.0,2.6,8.0,20.0,1.4,5.8,54.0,86.0,38.0,92,0,38.8,1008.6,1004.4,1006.3,0.0,-5.9,-2.1,0,0,1,0
2010-03-11,5.8,0.0,2.6,9.1,12.0,1.4,4.7,57.0,76.0,42.0,82,0,26.7,1010.7,1007.9,1008.9,0.4,-3.0,-1.5,0,0,1,0
2010-03-12,6.4,0.0,4.9,8.0,6.0,0.8,4.2,75.0,87.0,68.0,100,17,68.5,1016.5,1010.4,1012.6,2.4,-0.3,1.4,0,0,1,0
2010-03-13,9.0,0.0,4.5,13.4,20.0,1.1,6.9,57.0,83.0,45.0,98,59,78.1,1019.3,1016.0,1017.1,3.9,1.8,2.7,0,0,1,0
2010-03-14,11.8,0.0,6.5,17.2,25.0,2.2,6.4,45.0,81.0,27.0,60,0,7.8,1020.1,1017.0,1018.5,5.3,2.1,3.5,0,0,1,0
2010-03-15,9.7,0.0,6.4,13.0,28.0,1.9,6.4,58.0,79.0,48.0,90,0,40.1,1022.1,1018.2,1019.7,5.5,2.2,4.3,0,0,1,0
2010-03-16,10.8,0.0,6.4,15.3,25.0,2.5,10.8,66.0,86.0,42.0,55,0,17.2,1022.9,1020.4,1021.7,6.5,3.6,5.2,0,0,1,0
2010-03-17,11.6,0.0,7.2,16.0,24.0,1.9,8.1,69.0,84.0,53.0,96,0,40.2,1026.1,1023.1,1024.5,7.3,4.6,6.3,0,0,1,0
2010-03-18,11.0,0.0,7.3,14.6,23.0,1.4,5.8,75.0,88.0,66.0,100,0,69.6,1026.0,1020.5,1023.0,8.2,4.1,6.7,0,0,1,0
2010-03-19,12.2,0.0,9.8,14.6,26.0,1.4,6.1,82.0,90.0,73.0,100,0,39.3,1021.3,1017.6,1019.6,10.0,5.6,8.5,0,0,1,0
2010-03-20,14.9,0.0,10.8,19.0,20.0,1.7,6.4,82.0,91.0,52.0,100,27,92.5,1017.0,1014.1,1015.7,13.0,8.1,10.6,0,0,1,0
2010-03-21,15.4,0.0,12.5,18.3,7.0,1.1,6.7,88.0,99.0,57.0,100,95,99.4,1017.1,1014.2,1015.8,11.9,9.4,10.9,0,0,1,0
2010-03-22,14.1,0.0,12.5,15.7,12.0,0.6,3.6,93.0,100.0,85.0,100,30,85.8,1016.8,1013.8,1015.1,12.1,10.6,11.4,0,0,1,0
2010-03-23,15.4,0.0,12.0,18.7,25.0,2.5,8.9,82.0,99.0,69.0,100,22,59.2,1016.5,1010.7,1014.0,11.8,9.6,10.8,0,0,1,0
2010-03-24,13.6,0.0,12.5,14.7,27.0,0.8,3.9,87.0,95.0,81.0,100,89,96.8,1011.3,1007.3,1009.3,10.5,9.6,10.1,0,0,1,0
2010-03-25,14.8,0.0,12.9,16.8,25.0,2.2,8.6,85.0,96.0,71.0,100,60,92.5,1008.8,1006.7,1007.6,11.6,10.5,11.0,0,0,1,0
2010-03-26,17.6,0.0,14.1,21.1,28.0,3.6,10.3,38.0,95.0,27.0,92,0,20.2,1012.7,1007.7,1010.2,11.8,4.3,7.4,0,0,1,0
2010-03-27,17.5,0.0,13.3,21.7,27.0,3.6,13.6,40.0,55.0,30.0,88,0,7.9,1016.5,1011.1,1013.1,6.3,1.5,4.4,0,0,1,0
2010-03-28,14.8,0.0,13.0,16.5,11.0,2.2,6.7,66.0,82.0,47.0,100,7,70.5,1017.8,1012.3,1015.5,10.3,6.3,8.8,0,0,1,0
2010-03-29,14.1,0.0,11.6,16.6,21.0,2.2,7.2,78.0,89.0,67.0,99,18,79.0,1011.7,1001.2,1005.6,11.5,6.8,9.5,0,0,1,0
2010-03-30,13.6,0.0,10.4,16.8,99.0,2.1,7.4,68.8,85.3,52.7,90,0,29.6,1006.7,997.2,1001.1,9.2,2.2,5.5,0,0,1,0
2010-03-31,13.6,0.0,10.4,16.8,99.0,2.0,7.6,68.8,85.3,52.7,47,0,8.5,1008.8,1005.6,1007.4,7.0,3.7,5.3,0,0,1,0
2010-04-01,13.3,0.0,11.0,15.6,21.0,1.9,7.8,64.0,80.0,52.0,95,11,56.3,1015.7,1007.0,1011.2,7.4,3.2,5.8,0,0,1,0
2010-04-02,13.6,0.0,10.2,17.1,26.0,3.6,10.0,66.0,86.0,45.0,85,12,41.5,1015.6,1010.7,1013.2,8.9,5.9,7.4,0,0,1,0
2010-04-03,13.8,0.0,10.4,17.3,28.0,2.2,8.9,75.0,89.0,54.0,100,2,77.0,1012.3,1006.8,1009.1,11.8,7.5,9.9,0,0,1,0
2010-04-04,15.9,0.0,12.7,19.0,99.0,1.8,7.5,68.6,86.0,53.2,99,10,64.0,1021.3,1008.4,1013.9,9.9,6.5,7.4,0,0,1,0
2010-04-05,12.8,0.0,10.1,15.6,20.0,1.4,6.1,72.0,86.0,64.0,99,37,67.2,1024.5,1020.6,1022.5,8.1,6.7,7.3,0,0,1,0
2010-04-06,13.4,0.0,10.5,16.3,6.0,1.7,6.4,75.0,90.0,56.0,99,0,60.8,1019.9,1013.2,1016.4,9.6,7.0,8.4,0,0,1,0
2010-04-07,13.4,0.0,11.8,15.1,7.0,2.5,8.6,70.0,83.0,60.0,100,2,90.1,1016.0,1011.2,1012.6,9.9,6.8,8.6,0,0,1,0
2010-04-08,13.1,0.0,11.2,15.0,26.0,1.7,5.0,68.0,78.0,57.0,100,28,76.9,1018.6,1015.7,1016.8,8.9,7.0,8.1,0,0,1,0
2010-04-09,15.6,0.0,12.2,19.1,99.0,1.1,5.3,57.0,78.0,37.0,99,0,38.2,1020.7,1017.5,1018.9,10.1,7.3,8.6,0,0,1,0
2010-04-10,16.0,0.0,10.9,21.0,24.0,2.2,8.6,49.0,81.0,35.0,38,0,4.9,1020.4,1013.4,1017.3,10.4,7.3,8.6,0,0,1,0
2010-04-11,18.3,0.0,13.8,22.8,25.0,1.4,7.8,56.0,85.0,27.0,63,0,13.5,1012.3,1003.2,1006.3,10.3,7.5,8.6,0,0,1,0
2010-04-12,12.4,0.0,10.3,14.5,7.0,2.2,8.3,79.0,92.0,67.0,100,53,92.8,1006.4,1004.0,1005.0,10.0,7.2,8.1,0,0,1,0
2010-04-13,12.6,0.0,10.6,14.6,12.0,0.8,4.7,65.0,82.0,56.0,100,12,83.9,1010.0,1006.1,1007.9,7.3,3.9,5.9,0,0,1,0
2010-04-14,13.2,0.0,11.1,15.2,6.0,0.8,4.7,65.0,80.0,39.0,100,4,57.6,1009.4,1006.6,1007.7,7.6,4.5,5.9,0,0,1,0
2010-04-15,13.2,0.0,10.6,15.8,12.0,1.1,4.4,63.0,76.0,45.0,100,11,62.5,1007.9,1006.0,1006.9,8.3,5.8,6.9,0,0,1,0
2010-04-16,15.0,0.0,12.5,17.5,99.0,1.7,5.3,70.0,84.0,41.0,98,27,60.5,1011.6,1007.1,1009.1,9.9,7.4,8.6,0,0,1,0
2010-04-17,14.4,0.0,11.8,17.1,11.0,1.1,4.7,69.0,80.0,55.0,99,0,57.8,1011.2,1010.1,1010.8,8.8,6.0,7.7,0,0,1,0
2010-04-18,15.1,0.0,12.8,17.4,24.0,2.5,7.5,67.0,83.0,48.0,98,37,79.9,1011.6,1009.8,1010.6,10.2,6.6,8.4,0,0,1,0
2010-04-19,16.2,0.0,12.6,19.7,99.0,1.7,7.2,74.0,91.0,57.0,84,7,44.6,1011.9,1009.8,1010.9,12.8,8.9,11.0,0,0,1,0
2010-04-20,16.2,0.0,13.0,19.4,8.0,0.8,5.6,82.0,98.0,60.0,100,0,46.6,1014.1,1011.0,1012.8,12.7,9.8,11.6,0,0,1,0
2010-04-21,17.4,0.0,12.3,22.5,24.0,2.5,8.3,69.0,99.0,48.0,100,3,74.8,1013.6,1008.0,1010.4,12.6,9.0,11.3,0,0,1,0
2010-04-22,15.7,0.0,14.0,17.4,8.0,1.7,4.7,79.0,91.0,61.0,100,99,100.0,1008.3,1003.1,1004.7,12.8,10.1,11.6,0,0,1,0
2010-04-23,16.6,0.0,14.6,18.7,25.0,1.7,6.4,68.0,90.0,53.0,100,12,75.8,1009.8,1003.0,1005.7,13.1,10.9,11.7,0,0,1,0
2010-04-24,16.8,0.0,13.2,20.3,14.0,1.4,4.7,78.0,92.0,63.0,62,13,34.3,1015.8,1009.2,1011.8,13.9,10.0,12.3,0,0,1,0
2010-04-25,18.7,0.0,14.8,22.6,20.0,1.7,6.7,72.0,90.0,52.0,90,1,40.8,1019.2,1015.0,1017.1,14.8,10.4,13.2,0,0,1,0
2010-04-26,19.6,0.0,16.8,22.3,27.0,1.4,5.6,78.0,85.0,55.0,96,3,38.9,1019.4,1017.9,1018.6,14.9,12.0,13.7,0,0,1,0
2010-04-27,19.0,0.0,15.6,22.5,12.0,1.1,4.2,65.0,95.0,50.0,72,0,23.6,1019.0,1016.7,1017.5,13.6,10.4,11.9,0,0,1,0
2010-04-28,19.6,0.0,14.8,24.3,20.0,1.9,7.2,53.0,89.0,34.0,73,0,17.9,1019.5,1017.6,1018.5,13.6,10.5,12.0,0,0,1,0
2010-04-29,18.4,0.0,14.5,22.4,27.0,2.5,8.3,67.0,90.0,50.0,98,0,49.1,1017.6,1012.2,1014.5,14.3,11.9,13.3,0,0,1,0
2010-04-30,17.9,0.0,15.5,20.3,8.0,1.9,5.3,80.0,91.0,71.0,99,8,45.0,1012.0,1008.0,1010.1,14.0,11.7,13.2,0,0,1,0
2010-05-01,18.2,0.0,16.0,20.4,14.0,1.4,6.1,80.0,94.0,71.0,99,24,72.2,1008.1,1005.0,1006.2,14.7,12.8,13.8,0,0,1,0
2010-05-02,16.7,0.0,12.8,20.6,8.0,1.7,10.8,70.0,98.0,54.0,99,56,77.9,1008.0,1006.4,1007.3,13.4,11.8,12.5,0,0,1,0
2010-05-03,11.4,0.0,9.8,12.9,10.0,2.2,6.7,91.0,98.0,87.0,100,87,97.8,1007.0,999.3,1003.2,12.1,7.7,9.3,0,0,1,0
2010-05-04,10.1,0.0,8.4,11.8,26.0,1.9,7.2,89.0,97.0,76.0,100,82,96.0,1002.0,993.5,996.9,8.2,3.5,5.9,0,0,1,0
2010-05-05,13.8,0.0,9.4,18.3,27.0,2.8,9.4,56.0,94.0,41.0,100,34,75.6,1002.1,999.6,1001.0,7.6,4.5,6.7,0,0,1,0
2010-05-06,13.2,0.0,10.8,15.5,21.0,1.1,6.1,77.0,88.0,57.0,100,42,81.9,1005.7,1000.2,1002.8,8.6,4.8,7.1,0,0,1,0
2010-05-07,14.8,0.0,11.9,17.8,99.0,1.9,7.8,71.0,87.0,54.0,100,37,87.6,1005.2,1001.5,1003.2,9.7,6.8,8.3,0,0,1,0
2010-05-08,17.0,0.0,13.4,20.5,27.0,2.5,7.8,74.0,97.0,52.0,99,0,58.0,1005.2,1001.0,1002.8,13.1,9.6,11.4,0,0,1,0
2010-05-09,17.2,0.0,14.3,20.0,22.0,2.2,9.2,85.0,95.0,66.0,100,4,75.7,1005.1,1000.1,1002.4,14.4,10.7,13.1,0,0,1,0
2010-05-10,18.8,0.0,14.0,23.7,22.0,2.8,7.5,59.0,93.0,46.0,100,7,63.9,1001.8,999.6,1000.7,14.0,10.5,12.4,0,0,1,0
2010-05-11,19.2,0.0,15.6,22.7,26.0,3.1,10.3,54.0,86.0,40.0,99,1,50.8,1002.0,998.9,1000.1,12.6,9.9,11.2,0,0,1,0
2010-05-12,16.8,0.0,14.4,19.2,14.0,1.9,7.2,79.0,91.0,57.0,93,32,65.4,1004.3,1000.9,1002.2,12.9,9.8,11.5,0,0,1,0
2010-05-13,15.5,0.0,11.1,19.9,99.0,1.7,6.7,73.0,94.0,49.0,99,8,69.0,1006.3,1003.4,1004.4,11.6,8.7,10.5,0,0,1,0
2010-05-14,12.8,0.0,10.2,15.3,6.0,1.4,6.1,76.0,95.0,61.0,100,26,81.8,1005.9,1003.0,1004.6,9.8,7.1,8.1,0,0,1,0
2010-05-15,14.4,0.0,10.7,18.1,11.0,1.9,6.4,61.0,85.0,47.0,68,1,26.4,1011.0,1003.3,1005.7,9.2,6.2,7.6,0,0,1,0
2010-05-16,15.2,0.0,11.5,18.9,14.0,1.4,5.8,56.0,83.0,43.0,66,0,20.0,1017.3,1011.2,1013.7,10.7,5.7,7.7,0,0,1,0
2010-05-17,15.8,0.0,12.9,18.6,21.0,2.5,8.3,61.0,83.0,49.0,76,1,26.1,1021.8,1017.1,1019.1,11.7,9.7,10.8,0,0,1,0
2010-05-18,17.2,0.0,13.1,21.3,25.0,2.2,7.8,54.0,85.0,42.0,81,3,31.0,1022.1,1017.4,1019.8,12.9,10.3,11.7,0,0,1,0
2010-05-19,17.8,0.0,14.7,20.8,20.0,2.5,7.5,66.0,87.0,55.0,58,9,36.1,1019.4,1016.2,1017.2,13.0,11.6,12.5,0,0,1,0
2010-05-20,18.0,0.0,14.7,21.4,12.0,1.4,4.7,67.0,84.0,50.0,76,0,34.1,1019.4,1017.3,1018.4,13.9,10.8,12.7,0,0,1,0
2010-05-21,19.8,0.0,15.1,24.6,26.0,2.5,9.4,58.0,82.0,39.0,43,1,17.0,1018.0,1015.1,1016.4,13.7,11.8,12.7,0,0,1,0
2010-05-22,20.2,0.0,17.5,23.0,12.0,1.1,5.0,59.0,77.0,46.0,80,3,31.5,1015.3,1012.7,1013.9,14.5,12.1,13.5,0,0,1,0
2010-05-23,18.3,0.0,16.1,20.5,12.0,1.4,5.0,79.0,90.0,67.0,75,0,21.2,1013.5,1012.2,1012.8,15.6,12.9,14.4,0,0,1,0
2010-05-24,20.0,0.0,15.4,24.7,25.0,2.8,9.4,51.0,78.0,37.0,2,0,0.1,1013.4,1011.9,1012.6,14.7,11.6,13.2,0,0,1,0
2010-05-25,20.9,0.0,17.4,24.4,24.0,3.3,9.4,59.0,75.0,45.0,68,0,30.0,1012.9,1009.6,1011.2,14.6,11.4,13.3,0,0,1,0
2010-05-26,20.2,0.0,16.7,23.7,20.0,1.9,7.5,68.0,88.0,54.0,70,0,26.0,1009.5,1004.0,1006.2,16.9,13.0,15.1,0,0,1,0
2010-05-27,19.4,0.0,17.3,21.5,16.0,1.4,5.8,71.0,94.0,58.0,98,16,58.9,1008.6,1005.5,1007.2,16.1,12.7,14.0,0,0,1,0
2010-05-28,20.6,0.0,18.6,22.6,99.0,1.4,3.9,61.0,74.0,57.0,98,40,72.3,1013.1,1007.0,1009.7,14.3,12.9,13.6,0,0,1,0
2010-05-29,21.2,0.0,18.2,24.1,99.0,1.9,6.7,66.0,90.0,47.0,68,0,31.2,1016.2,1012.7,1014.1,15.1,13.6,14.3,0,0,1,0
2010-05-30,20.0,0.0,17.2,22.7,21.0,1.4,6.4,64.0,91.0,56.0,100,0,61.6,1016.2,1013.8,1015.0,16.8,13.6,15.5,0,0,1,0
2010-05-31,22.7,0.0,18.5,26.9,26.0,1.4,8.9,63.0,91.0,46.0,95,46,78.1,1013.2,1009.7,1010.9,17.4,15.3,16.2,0,0,1,0
2010-06-01,21.0,0.0,19.3,22.7,13.0,1.1,5.6,75.0,88.0,61.0,99,19,87.2,1011.4,1008.5,1010.0,17.2,14.8,16.2,0,0,0,1
2010-06-02,21.0,0.0,18.8,23.3,10.0,1.4,4.4,80.0,93.0,72.0,100,49,88.5,1010.0,1007.6,1008.6,17.2,16.0,16.6,0,0,0,1
