date,tmed,prec,tmin,tmax,dir,velmedia,racha,hrmedia,hrmax,hrmin,cloudcover__max,cloudcover__min,cloudcover__mean,surface_pressure_hpa_max,surface_pressure_hpa_min,surface_pressure_hpa_mean,dewpoint_2m_c_max,dewpoint_2m_c_min,dewpoint_2m_c_mean,estacion_invierno,estacion_otoo,estacion_primavera,estacion_verano
2015-01-07,10.8,0.0,8.3,13.2,99.0,0.6,7.5,77.0,91.0,67.0,100,10,67.9,1027.2,1022.7,1024.8,8.8,5.2,6.8,1,0,0,0
2015-01-08,10.0,0.0,6.9,13.2,99.0,1.4,7.5,68.0,92.0,55.0,88,0,19.4,1034.4,1027.4,1030.3,6.4,4.4,5.5,1,0,0,0
2015-01-09,10.4,0.0,6.9,13.9,99.0,1.9,7.5,60.0,80.0,52.0,36,0,2.9,1035.0,1031.7,1033.5,8.0,4.8,6.3,1,0,0,0
2015-01-10,13.4,0.0,9.1,17.6,99.0,1.1,7.5,61.0,84.0,53.0,0,0,0.0,1030.9,1021.5,1025.8,10.5,6.2,8.3,1,0,0,0
2015-01-11,12.6,0.0,10.1,15.1,99.0,1.1,7.5,70.0,85.0,66.0,72,0,30.0,1028.6,1020.0,1022.6,10.7,6.7,8.7,1,0,0,0
2015-01-12,12.5,0.2,8.6,16.4,99.0,1.7,7.5,63.0,93.0,49.0,100,0,23.2,1028.8,1024.3,1026.6,10.1,5.4,7.5,1,0,0,0
2015-01-13,13.0,0.0,9.7,16.3,99.0,2.5,7.5,81.0,94.0,66.0,100,1,62.4,1024.2,1017.1,1020.2,10.5,8.6,9.7,1,0,0,0
2015-01-14,12.5,0.0,10.0,15.0,99.0,0.8,7.5,74.0,91.0,55.0,83,0,19.3,1021.0,1017.1,1018.9,8.6,5.9,7.0,1,0,0,0
2015-01-15,12.8,0.0,9.3,16.3,99.0,2.5,7.5,75.0,95.0,62.0,56,0,9.2,1018.7,1007.1,1012.4,10.2,6.8,8.4,1,0,0,0
2015-01-16,11.0,0.4,8.4,13.6,99.0,1.4,7.5,78.0,98.0,53.0,100,2,52.1,1008.4,1002.1,1004.3,9.0,0.6,6.4,1,0,0,0
2015-01-17,9.2,0.0,6.3,12.0,99.0,1.1,7.5,67.0,79.0,61.0,40,2,19.2,1015.6,1008.9,1013.5,4.3,0.5,2.6,1,0,0,0
2015-01-18,9.2,4.0,5.0,13.3,99.0,1.4,7.5,61.0,93.0,44.0,100,1,74.0,1015.4,1005.0,1010.4,4.4,1.2,2.7,1,0,0,0
2015-01-19,8.2,7.0,7.3,9.0,99.0,0.6,7.5,92.0,96.0,84.0,100,97,99.7,1005.0,1002.2,1003.8,6.2,4.3,5.4,1,0,0,0
2015-01-20,8.8,0.0,6.9,10.8,99.0,1.1,7.5,71.0,91.0,57.0,100,18,92.8,1004.9,1002.0,1003.3,4.3,2.2,3.6,1,0,0,0
2015-01-21,8.0,0.2,6.2,9.7,99.0,1.4,7.5,63.0,73.0,56.0,95,18,65.0,1003.1,999.6,1001.2,3.4,0.4,1.9,1,0,0,0
2015-01-22,8.7,0.0,5.5,11.9,99.0,0.8,7.5,61.0,80.0,49.0,67,1,24.2,1008.4,1000.7,1004.0,3.4,0.8,2.2,1,0,0,0
2015-01-23,9.7,0.0,5.4,14.0,99.0,1.7,7.5,49.0,79.0,39.0,58,0,10.9,1012.3,1008.3,1009.7,3.6,-0.3,1.3,1,0,0,0
2015-01-24,10.7,0.0,7.2,14.2,99.0,1.1,7.5,37.0,63.0,32.0,94,0,22.0,1015.0,1012.2,1013.1,2.2,-1.3,-0.1,1,0,0,0
2015-01-25,11.2,0.0,8.1,14.2,99.0,0.8,7.5,34.0,59.0,18.0,83,0,13.4,1017.9,1012.6,1014.7,2.8,-9.0,-3.4,1,0,0,0
2015-01-26,9.3,0.0,7.1,11.5,99.0,1.4,7.5,50.0,67.0,42.0,100,4,60.8,1021.4,1018.3,1020.0,3.6,0.7,2.1,1,0,0,0
2015-01-27,10.6,0.0,8.0,13.3,99.0,1.7,7.5,62.0,82.0,52.0,100,36,75.1,1021.0,1013.7,1016.6,6.8,2.8,4.7,1,0,0,0
2015-01-28,10.1,0.0,7.6,12.6,99.0,0.6,7.5,63.0,84.0,48.0,97,37,79.0,1017.0,1012.8,1015.5,6.3,4.0,5.3,1,0,0,0
2015-01-29,12.4,0.0,8.2,16.5,99.0,1.9,7.5,58.0,78.0,35.0,100,5,81.5,1011.7,987.9,1001.0,6.7,4.2,5.2,1,0,0,0
2015-01-30,13.4,0.0,9.7,17.0,99.0,3.3,7.5,50.0,81.0,44.0,100,0,81.1,988.6,984.3,986.1,7.2,3.0,4.5,1,0,0,0
2015-01-31,10.6,0.0,7.0,14.3,99.0,2.2,7.5,58.0,73.0,46.0,100,3,43.8,991.1,980.6,984.3,4.8,-1.3,2.1,1,0,0,0
2015-02-01,9.5,0.0,5.7,13.3,99.0,1.9,7.5,54.0,68.0,38.0,86,0,24.4,1003.3,991.6,997.1,-0.3,-5.6,-2.1,1,0,0,0
2015-02-02,7.6,0.0,4.7,10.4,99.0,1.9,7.5,57.0,71.0,49.0,97,0,49.8,1004.5,997.6,1002.2,1.4,-0.8,0.0,1,0,0,0
2015-02-03,7.7,6.2,6.0,9.4,99.0,1.9,7.5,80.0,85.0,63.0,100,33,89.3,996.8,990.7,992.9,4.3,-4.3,2.3,1,0,0,0
2015-02-04,5.3,1.4,3.4,7.2,99.0,1.9,7.5,77.0,89.0,53.0,100,97,99.5,994.2,991.7,992.7,3.5,-3.3,-0.1,1,0,0,0
2015-02-05,8.3,0.0,4.8,11.8,99.0,1.7,7.5,38.0,61.0,21.0,100,1,62.7,999.2,993.5,996.0,-1.8,-7.0,-4.6,1,0,0,0
2015-02-06,6.0,0.0,2.7,9.3,99.0,1.7,7.5,38.0,53.0,31.0,100,0,46.5,1007.1,999.1,1002.0,-1.4,-5.8,-4.0,1,0,0,0
2015-02-07,6.9,0.0,3.8,10.0,99.0,0.8,7.5,58.0,73.0,52.0,91,11,57.3,1016.5,1007.7,1012.3,2.4,-1.0,0.4,1,0,0,0
2015-02-08,8.1,0.0,4.7,11.5,99.0,2.8,7.5,52.0,65.0,45.0,43,0,7.2,1016.7,1009.6,1013.5,3.4,-0.3,1.4,1,0,0,0
2015-02-09,9.2,0.0,5.0,13.5,99.0,1.1,7.5,59.0,83.0,39.0,57,0,3.9,1021.9,1014.9,1019.4,3.5,0.4,1.6,1,0,0,0
2015-02-10,11.7,0.0,6.9,16.5,99.0,1.9,7.5,51.0,79.0,35.0,57,0,4.4,1021.1,1017.1,1019.0,4.7,2.6,3.4,1,0,0,0
2015-02-11,9.1,0.0,4.9,13.3,99.0,0.6,7.5,64.0,85.0,47.0,92,0,28.3,1019.1,1016.0,1017.6,6.8,2.2,4.3,1,0,0,0
2015-02-12,9.7,0.0,6.4,13.0,99.0,0.8,7.5,79.0,90.0,60.0,100,4,60.2,1016.6,1014.7,1015.7,7.4,4.4,6.1,1,0,0,0
2015-02-13,13.0,0.0,10.0,16.0,99.0,2.2,7.5,65.0,82.0,49.0,96,0,28.6,1016.2,1012.1,1014.3,7.6,4.3,6.3,1,0,0,0
2015-02-14,11.6,0.0,8.1,15.1,99.0,1.7,7.5,59.0,85.0,45.0,99,0,55.8,1011.6,1005.3,1008.0,6.6,3.4,5.4,1,0,0,0
2015-02-15,11.8,0.0,8.9,14.7,99.0,1.4,7.5,71.0,85.0,60.0,98,26,62.7,1007.5,1002.2,1003.8,8.3,5.6,6.7,1,0,0,0
2015-02-16,11.6,0.0,7.4,15.8,99.0,1.4,7.5,63.0,87.0,46.0,100,2,62.9,1012.3,1007.3,1010.0,7.6,4.7,5.9,1,0,0,0
2015-02-17,12.8,0.0,10.8,14.8,99.0,1.1,7.5,60.0,78.0,47.0,100,3,77.7,1024.2,1012.5,1018.3,6.6,2.6,4.3,1,0,0,0
2015-02-18,12.2,0.0,9.8,14.7,99.0,1.1,7.5,61.0,76.0,47.0,78,0,18.6,1028.4,1023.4,1025.5,5.5,2.9,4.2,1,0,0,0
2015-02-19,12.0,0.0,8.7,15.3,99.0,1.5,7.5,67.1,83.6,51.0,44,0,10.0,1028.5,1023.6,1026.0,5.1,4.1,4.5,1,0,0,0
2015-02-20,10.2,0.0,6.7,13.8,99.0,1.9,7.5,78.0,92.0,61.0,96,0,41.0,1023.2,1010.2,1017.3,6.0,4.0,5.3,1,0,0,0
2015-02-21,10.2,0.0,8.0,12.5,99.0,1.9,7.5,73.0,89.0,45.0,100,26,82.1,1009.3,996.4,1000.5,7.0,3.9,5.5,1,0,0,0
2015-02-22,11.4,0.0,6.8,16.1,99.0,1.9,7.5,32.0,57.0,17.0,19,0,3.0,1006.2,998.6,1001.4,2.8,-7.0,-2.8,1,0,0,0
2015-02-23,12.8,0.0,7.9,17.8,99.0,1.9,7.5,70.0,82.0,53.0,99,7,48.6,1005.7,1001.3,1003.7,8.7,2.4,5.8,1,0,0,0
2015-02-24,12.0,0.0,8.7,15.3,99.0,1.9,7.5,67.1,83.6,51.0,100,0,17.1,1012.2,1002.4,1008.1,6.6,-2.6,0.5,1,0,0,0
2015-02-25,13.2,0.0,7.9,18.4,99.0,1.9,7.5,52.0,78.0,30.0,100,0,58.0,1012.5,1009.2,1011.4,8.0,-4.6,1.4,1,0,0,0
2015-02-26,12.2,0.0,8.7,15.7,99.0,1.9,7.5,78.0,94.0,60.0,100,48,75.6,1013.7,1011.0,1012.3,10.2,6.3,8.7,1,0,0,0
2015-02-27,12.2,0.0,9.8,14.5,99.0,1.9,7.5,66.0,94.0,47.0,100,25,56.4,1014.6,1006.5,1009.5,9.8,1.3,6.3,1,0,0,0
2015-02-28,10.6,0.0,7.1,14.1,99.0,1.9,7.5,52.0,83.0,37.0,100,18,68.5,1016.3,1013.7,1015.0,6.5,2.0,3.4,1,0,0,0
2015-03-01,14.0,0.0,10.1,18.0,99.0,1.9,7.5,74.0,87.0,61.0,100,56,90.5,1016.1,1013.3,1014.7,10.5,5.8,8.3,0,0,1,0
2015-03-02,18.4,0.0,13.4,23.3,99.0,1.9,7.5,66.0,90.0,48.0,99,15,76.4,1018.7,1012.3,1014.0,11.9,9.2,10.6,0,0,1,0
2015-03-03,14.2,0.0,12.2,16.1,99.0,1.9,7.5,78.0,90.0,57.0,96,2,47.8,1021.0,1018.5,1019.5,10.6,9.1,10.2,0,0,1,0
2015-03-04,10.4,0.0,6.9,13.9,99.0,1.9,7.5,87.0,94.0,46.0,100,0,75.9,1022.4,1018.0,1019.5,9.5,-2.5,7.6,0,0,1,0
2015-03-05,13.2,0.0,6.5,19.8,99.0,1.9,7.5,27.0,64.0,9.0,1,0,0.0,1022.4,1019.5,1021.2,3.7,-5.3,-2.1,0,0,1,0
2015-03-06,11.5,0.0,7.9,15.1,99.0,1.9,7.5,56.0,82.0,34.0,70,0,14.3,1027.1,1022.5,1025.3,4.9,1.6,3.1,0,0,1,0
2015-03-07,11.4,0.0,7.6,15.3,99.0,1.9,7.5,69.0,82.0,51.0,92,0,39.5,1025.5,1020.8,1022.6,7.6,4.9,6.3,0,0,1,0
2015-03-08,11.8,0.0,8.2,15.4,99.0,1.9,7.5,74.0,86.0,56.0,93,11,65.0,1021.1,1018.3,1019.7,7.9,5.2,6.3,0,0,1,0
2015-03-09,13.9,0.0,9.8,18.0,99.0,1.9,7.5,71.0,88.0,46.0,100,3,56.0,1020.0,1017.8,1019.0,9.3,3.9,6.3,0,0,1,0
2015-03-10,13.4,0.0,9.2,17.6,99.0,1.9,7.5,66.0,91.0,45.0,98,0,30.9,1021.0,1018.8,1019.8,9.6,6.4,8.2,0,0,1,0
2015-03-11,14.6,0.0,9.0,20.3,99.0,1.9,7.5,70.0,89.0,48.0,100,0,35.2,1019.3,1016.0,1017.5,11.0,6.2,8.8,0,0,1,0
2015-03-12,14.6,0.0,10.9,18.3,99.0,1.9,7.5,81.0,90.0,53.0,83,0,23.2,1016.5,1014.2,1015.1,10.5,7.7,9.0,0,0,1,0
2015-03-13,13.3,0.0,10.0,16.6,99.0,1.9,7.5,78.0,94.0,52.0,99,30,72.4,1016.9,1014.0,1015.6,9.4,7.9,8.7,0,0,1,0
2015-03-14,9.3,9.4,6.6,12.0,99.0,1.9,7.5,77.0,93.0,44.0,100,27,77.2,1016.0,1013.6,1014.5,8.8,2.0,4.2,0,0,1,0
2015-03-15,10.2,0.2,5.9,14.4,99.0,1.9,7.5,69.0,88.0,44.0,76,0,24.1,1014.0,1009.9,1011.9,5.0,2.4,3.6,0,0,1,0
2015-03-16,10.4,0.0,7.7,13.0,99.0,1.9,7.5,73.0,87.0,64.0,93,0,43.0,1015.8,1011.7,1013.8,5.8,3.7,4.8,0,0,1,0
2015-03-17,10.8,0.0,6.8,14.8,99.0,1.9,7.5,78.0,88.0,57.0,82,0,44.5,1017.0,1014.9,1015.7,8.6,3.3,6.0,0,0,1,0
2015-03-18,13.7,0.0,11.9,15.5,99.0,1.9,7.5,80.0,89.0,73.0,100,72,97.3,1016.8,1014.4,1015.6,9.6,7.9,9.0,0,0,1,0
2015-03-19,14.8,0.0,12.3,17.2,99.0,1.9,7.5,68.0,80.0,53.0,100,34,90.8,1014.6,1011.8,1013.6,8.7,6.6,7.7,0,0,1,0
2015-03-20,14.6,15.4,13.2,16.1,99.0,1.9,7.5,71.0,87.0,54.0,100,64,92.3,1013.0,1007.9,1010.1,9.6,6.3,8.0,0,0,1,0
2015-03-21,13.6,1.8,12.2,15.0,99.0,1.9,7.5,96.0,100.0,84.0,100,95,99.5,1008.0,1004.4,1005.4,12.4,9.9,11.1,0,0,1,0
2015-03-22,13.2,0.0,11.2,15.2,99.0,1.9,7.5,71.0,93.0,63.0,100,40,84.7,1008.9,1003.5,1005.5,10.1,6.2,7.0,0,0,1,0
2015-03-23,13.8,2.2,12.1,15.6,99.0,1.9,7.5,84.0,93.0,77.0,100,33,80.8,1008.8,1003.8,1006.6,10.3,6.6,8.9,0,0,1,0
2015-03-24,13.2,4.6,12.0,14.5,99.0,1.9,7.5,88.0,95.0,75.0,100,77,95.6,1003.4,999.0,1000.6,9.3,8.2,8.8,0,0,1,0
2015-03-25,11.4,12.4,9.6,13.1,99.0,1.9,7.5,77.0,89.0,70.0,100,30,84.2,1001.8,994.9,997.2,8.6,4.3,6.7,0,0,1,0
2015-03-26,11.7,0.0,7.0,16.4,99.0,1.9,7.5,57.0,95.0,35.0,100,16,58.1,1009.3,1002.1,1006.0,8.4,2.1,4.9,0,0,1,0
2015-03-27,13.7,0.0,10.3,17.1,99.0,1.9,7.5,68.0,86.0,49.0,96,0,31.6,1015.8,1009.6,1013.1,9.9,6.1,7.8,0,0,1,0
2015-03-28,16.8,0.0,12.2,21.4,99.0,1.9,7.5,70.0,92.0,50.0,100,0,29.9,1017.4,1015.3,1016.1,11.5,7.6,10.0,0,0,1,0
2015-03-29,16.0,0.0,12.3,19.6,99.0,1.9,7.5,69.0,91.0,47.0,100,0,65.3,1016.6,1014.1,1015.6,11.7,8.6,10.2,0,0,1,0
2015-03-30,16.8,0.0,13.6,19.9,99.0,1.9,7.5,65.0,92.0,42.0,100,57,96.3,1016.6,1011.5,1013.6,11.6,4.4,8.6,0,0,1,0
2015-03-31,16.5,0.4,13.9,19.1,99.0,1.9,7.5,77.0,92.0,60.0,92,0,11.6,1018.7,1015.5,1016.7,13.3,9.6,11.4,0,0,1,0
2015-04-01,15.2,0.2,12.3,18.0,99.0,1.9,7.5,80.0,96.0,60.0,100,17,68.5,1022.1,1017.8,1020.0,11.8,9.3,10.5,0,0,1,0
2015-04-02,14.0,0.0,10.0,18.1,99.0,1.9,7.5,63.0,88.0,43.0,100,1,52.1,1021.7,1016.9,1019.1,10.6,7.3,9.2,0,0,1,0
2015-04-03,14.2,0.2,11.4,17.1,99.0,1.9,7.5,73.0,93.0,65.0,100,1,70.0,1017.8,1011.2,1014.2,11.5,8.5,10.3,0,0,1,0
2015-04-04,15.0,0.0,12.3,17.6,99.0,1.9,7.5,80.0,92.0,70.0,100,38,80.0,1010.8,1006.8,1008.8,11.5,9.1,10.2,0,0,1,0
2015-04-05,13.6,0.0,10.8,16.5,99.0,1.9,7.5,66.0,87.0,57.0,100,60,86.7,1011.3,1005.3,1007.2,10.7,3.7,8.3,0,0,1,0
2015-04-06,13.4,0.0,10.9,15.9,99.0,1.9,7.5,62.0,87.0,45.0,100,0,62.1,1019.0,1012.0,1015.2,7.3,2.7,5.2,0,0,1,0
2015-04-07,13.0,0.0,9.4,16.7,99.0,1.9,7.5,63.0,86.0,45.0,25,0,2.5,1026.8,1018.6,1022.4,7.7,3.6,5.8,0,0,1,0
2015-04-08,13.4,0.0,9.3,17.4,99.0,1.9,7.5,48.0,79.0,26.0,59,0,4.9,1026.7,1022.7,1024.7,7.4,2.5,4.8,0,0,1,0
2015-04-09,12.3,0.0,8.5,16.1,99.0,1.9,7.5,66.0,88.0,58.0,25,0,3.8,1024.0,1021.8,1022.8,8.6,5.1,6.3,0,0,1,0
2015-04-10,13.8,0.0,10.0,17.6,99.0,1.9,7.5,71.0,85.0,55.0,100,0,29.7,1022.3,1018.5,1020.1,9.7,6.2,8.0,0,0,1,0
2015-04-11,14.5,0.0,11.8,17.2,99.0,1.9,7.5,78.0,86.0,66.0,100,19,87.9,1022.3,1018.1,1020.0,9.9,7.9,9.1,0,0,1,0
2015-04-12,15.2,0.0,12.2,18.2,99.0,1.9,7.5,68.0,88.0,55.0,46,0,5.0,1024.4,1022.1,1023.1,9.9,8.3,9.0,0,0,1,0
2015-04-13,14.6,0.0,10.9,18.4,99.0,1.9,7.5,58.0,88.0,49.0,0,0,0.0,1025.2,1023.0,1023.9,10.7,7.5,9.7,0,0,1,0
2015-04-14,16.4,0.0,11.8,20.9,99.0,1.9,7.5,62.0,88.0,50.0,100,0,8.3,1023.0,1018.6,1020.8,10.7,7.9,9.3,0,0,1,0
2015-04-15,16.4,0.0,12.1,20.7,99.0,1.9,7.5,54.0,87.0,39.0,100,1,63.8,1018.4,1012.5,1015.5,10.8,7.3,8.8,0,0,1,0
2015-04-16,16.4,4.0,14.9,18.0,99.0,1.9,7.5,87.0,96.0,74.0,100,17,73.2,1012.6,1008.6,1010.5,13.4,10.9,12.2,0,0,1,0
2015-04-17,16.9,0.0,13.4,20.4,99.0,1.9,7.5,78.0,89.0,58.0,89,0,25.5,1013.4,1009.7,1011.3,13.3,10.5,12.2,0,0,1,0
2015-04-18,17.0,4.8,13.7,20.4,99.0,1.9,7.5,72.0,92.0,62.0,98,17,69.3,1013.0,1006.4,1009.4,13.2,10.8,11.9,0,0,1,0
2015-04-19,16.3,0.0,13.7,18.9,99.0,1.9,7.5,86.0,100.0,71.0,88,16,49.0,1013.8,1005.7,1008.7,12.5,8.8,10.7,0,0,1,0
2015-04-20,15.4,0.0,12.6,18.1,99.0,1.9,7.5,77.0,93.0,66.0,88,1,38.3,1018.0,1013.9,1016.0,11.3,9.1,10.1,0,0,1,0
2015-04-21,17.3,0.0,13.0,21.6,99.0,1.9,7.5,76.0,93.0,56.0,100,0,48.5,1020.0,1017.2,1018.5,12.5,10.2,11.4,0,0,1,0
2015-04-22,16.2,0.0,13.5,18.8,99.0,1.9,7.5,75.0,91.0,57.0,100,4,65.4,1019.6,1014.2,1016.9,12.2,9.6,10.7,0,0,1,0
2015-04-23,16.2,0.0,13.1,19.2,99.0,1.9,7.5,73.0,87.0,58.0,40,1,19.5,1014.2,1011.2,1012.3,11.9,9.2,11.0,0,0,1,0
2015-04-24,17.6,0.0,13.4,21.9,99.0,1.9,7.5,67.0,89.0,54.0,100,1,81.4,1012.6,1008.5,1010.4,13.7,10.5,12.4,0,0,1,0
2015-04-25,17.6,0.4,16.2,19.0,99.0,1.9,7.5,86.0,94.0,74.0,100,63,92.6,1009.4,1006.6,1008.1,14.6,13.0,14.1,0,0,1,0
2015-04-26,17.4,3.0,14.7,20.0,99.0,1.9,7.5,91.0,99.0,80.0,100,61,86.9,1007.1,998.6,1002.3,14.9,13.0,14.0,0,0,1,0
2015-04-27,17.9,0.0,13.5,22.3,99.0,1.9,7.5,60.0,93.0,45.0,98,4,66.2,1004.4,996.6,998.8,13.8,6.3,10.1,0,0,1,0
2015-04-28,16.6,0.0,13.5,19.7,99.0,1.9,7.5,58.0,92.0,42.0,100,2,56.2,1014.7,1005.2,1010.5,10.8,6.3,9.8,0,0,1,0
2015-04-29,16.4,0.0,12.6,20.1,99.0,1.9,7.5,72.0,91.0,56.0,97,11,61.0,1015.8,1011.4,1013.1,12.5,10.5,11.2,0,0,1,0
2015-04-30,17.2,0.0,13.4,21.0,99.0,1.9,7.5,76.0,92.0,62.0,100,2,47.2,1016.0,1012.1,1014.3,13.8,10.6,12.3,0,0,1,0
2015-05-01,18.8,0.0,14.8,22.7,99.0,1.9,7.5,75.0,92.0,66.0,100,0,84.1,1011.9,1005.6,1008.2,13.9,12.5,13.1,0,0,1,0
2015-05-02,20.2,0.0,16.0,24.5,99.0,1.9,7.5,64.0,88.0,51.0,100,4,76.6,1009.7,1005.6,1007.9,14.8,13.2,13.8,0,0,1,0
2015-05-03,23.2,0.0,17.4,28.9,99.0,1.9,7.5,59.0,94.0,40.0,100,8,68.2,1006.3,1003.6,1004.7,16.1,13.3,14.7,0,0,1,0
2015-05-04,17.9,0.0,15.6,20.2,99.0,1.9,7.5,89.0,100.0,77.0,100,15,89.2,1006.2,1001.3,1003.8,15.7,14.5,15.2,0,0,1,0
2015-05-05,19.6,0.0,16.6,22.6,99.0,1.9,7.5,83.0,98.0,72.0,100,4,89.0,1008.4,1000.9,1004.3,15.0,10.6,13.5,0,0,1,0
2015-05-06,19.6,0.0,15.7,23.4,99.0,1.9,7.5,65.0,90.0,52.0,78,0,16.9,1015.1,1008.5,1011.0,14.3,12.5,13.3,0,0,1,0
2015-05-07,18.8,0.0,15.6,22.0,99.0,1.9,7.5,57.0,83.0,44.0,96,0,34.8,1015.6,1012.1,1014.0,13.6,11.6,12.4,0,0,1,0
2015-05-08,21.0,0.0,16.5,25.6,99.0,1.9,7.5,71.0,83.0,52.0,31,0,6.8,1016.2,1009.4,1011.2,15.3,12.6,14.3,0,0,1,0
2015-05-09,21.2,0.0,17.8,24.5,99.0,1.9,7.5,57.0,89.0,47.0,86,0,24.3,1020.0,1016.3,1017.8,15.8,13.0,14.5,0,0,1,0
2015-05-10,21.4,0.0,16.9,26.0,99.0,1.9,7.5,65.0,92.0,45.0,100,0,47.3,1020.4,1016.7,1018.9,15.7,14.0,14.9,0,0,1,0
2015-05-11,21.4,0.0,15.6,27.1,99.0,1.9,7.5,58.0,91.0,31.0,100,2,66.4,1018.3,1016.8,1017.5,14.9,11.5,12.9,0,0,1,0
2015-05-12,20.6,0.0,15.7,25.4,99.0,1.9,7.5,71.0,90.0,44.0,36,0,4.2,1019.0,1016.4,1017.7,15.5,14.2,14.7,0,0,1,0
2015-05-13,21.8,0.0,17.0,26.7,99.0,1.9,7.5,59.0,92.0,41.0,100,0,52.9,1018.8,1012.9,1015.8,16.3,12.5,15.1,0,0,1,0
2015-05-14,22.8,0.0,18.5,27.2,99.0,1.9,7.5,81.0,93.0,59.0,100,28,82.5,1012.5,1002.9,1007.0,17.6,14.8,16.2,0,0,1,0
2015-05-15,20.8,0.0,14.2,27.4,99.0,1.9,7.5,46.0,84.0,27.0,100,3,42.3,1013.0,1005.9,1008.5,14.7,8.9,10.8,0,0,1,0
2015-05-16,19.8,0.0,15.1,24.4,99.0,1.9,7.5,42.0,71.0,34.0,85,0,19.6,1017.9,1012.3,1015.3,12.6,3.9,8.1,0,0,1,0
2015-05-17,19.4,0.0,15.2,23.5,99.0,1.9,7.5,61.0,80.0,44.0,8,0,0.6,1017.7,1014.2,1015.9,14.7,11.1,12.9,0,0,1,0
2015-05-18,19.7,0.0,15.1,24.3,99.0,1.9,7.5,49.0,88.0,42.0,53,0,10.6,1014.3,1005.4,1009.3,14.2,12.6,13.3,0,0,1,0
2015-05-19,17.0,22.4,14.0,20.0,99.0,1.9,7.5,79.0,99.0,59.0,100,26,86.2,1008.9,1005.2,1006.7,14.7,12.6,13.8,0,0,1,0
2015-05-20,14.8,11.0,12.1,17.6,99.0,1.9,7.5,84.0,100.0,75.0,100,66,92.6,1015.6,1009.2,1011.9,12.5,9.3,10.7,0,0,1,0
2015-05-21,16.4,0.2,12.5,20.2,99.0,1.9,7.5,65.0,97.0,46.0,98,8,39.9,1018.5,1014.9,1016.7,12.3,9.1,10.6,0,0,1,0
2015-05-22,17.8,0.0,14.3,21.3,99.0,1.9,7.5,58.0,86.0,37.0,67,6,23.0,1018.4,1013.2,1015.6,12.3,8.7,10.5,0,0,1,0
2015-05-23,18.2,0.0,14.4,22.1,99.0,1.9,7.5,52.0,76.0,39.0,92,0,32.4,1014.4,1009.2,1011.2,12.9,8.1,10.6,0,0,1,0
2015-05-24,19.0,0.0,15.2,22.9,99.0,1.9,7.5,62.0,76.0,48.0,90,1,45.0,1012.0,1010.2,1011.2,12.6,10.0,11.8,0,0,1,0
2015-05-25,20.6,0.0,16.0,25.3,99.0,1.9,7.5,60.0,82.0,39.0,80,7,29.2,1011.8,1009.1,1010.4,14.3,10.3,12.5,0,0,1,0
2015-05-26,20.4,0.0,17.8,23.0,99.0,1.9,7.5,63.0,80.0,58.0,64,2,23.5,1012.6,1008.8,1010.2,14.5,12.8,13.7,0,0,1,0
2015-05-27,18.8,0.0,15.9,21.7,99.0,1.9,7.5,67.0,88.0,60.0,80,25,42.3,1015.1,1012.1,1013.4,14.3,12.3,13.4,0,0,1,0
2015-05-28,19.7,0.0,16.0,23.4,99.0,1.9,7.5,70.0,87.0,57.0,76,0,18.5,1015.0,1011.9,1013.5,15.0,13.5,14.2,0,0,1,0
2015-05-29,20.0,0.0,16.2,23.7,99.0,1.9,7.5,64.0,85.0,52.0,93,0,22.8,1012.5,1008.9,1010.2,15.4,11.9,13.8,0,0,1,0
2015-05-30,19.6,0.0,16.0,23.1,99.0,1.9,7.5,70.0,86.0,60.0,53,1,23.1,1013.7,1010.0,1011.9,15.3,13.2,14.0,0,0,1,0
2015-05-31,20.2,0.0,16.7,23.6,99.0,1.9,7.5,78.0,91.0,64.0,36,0,12.0,1013.5,1011.8,1012.6,15.5,13.4,14.4,0,0,1,0
2015-06-01,22.4,0.0,18.4,26.4,99.0,1.9,7.5,57.0,88.0,41.0,42,0,16.3,1014.0,1012.7,1013.3,15.6,11.4,13.7,0,0,0,1
2015-06-02,21.7,0.0,17.8,25.6,99.0,1.9,7.5,66.0,88.0,54.0,29,0,3.8,1016.3,1013.1,1014.7,16.6,13.4,15.2,0,0,0,1
2015-06-03,22.6,0.0,17.6,27.5,99.0,1.9,7.5,56.0,88.0,40.0,62,4,20.3,1017.2,1015.5,1016.5,16.3,13.6,15.0,0,0,0,1
2015-06-04,23.5,0.0,17.9,29.1,99.0,1.9,7.5,54.0,75.0,36.0,6,0,1.2,1017.2,1014.7,1016.0,16.7,13.8,14.9,0,0,0,1
2015-06-05,23.6,0.0,17.7,29.4,99.0,1.9,7.5,42.0,84.0,28.0,1,0,0.0,1016.2,1013.2,1014.7,16.8,12.9,14.7,0,0,0,1
2015-06-06,22.4,0.0,18.9,25.9,99.0,1.9,7.5,61.0,86.0,39.0,69,0,14.4,1016.8,1014.6,1015.7,16.6,12.4,14.6,0,0,0,1
2015-06-07,24.0,0.0,19.3,28.8,99.0,1.9,7.5,52.0,92.0,36.0,24,0,5.0,1016.6,1014.2,1015.5,18.6,14.6,16.5,0,0,0,1
2015-06-08,24.6,0.0,20.7,28.5,99.0,1.9,7.5,53.0,72.0,45.0,82,0,27.9,1014.2,1009.9,1012.1,18.7,16.1,17.7,0,0,0,1
